time,x1,x2,y1,y2
0,-0.5,0.09905,0.5,-0.09905
0.01,-0.498407267,0.103131882,0.498407267,-0.103131882
0.02,-0.497639818,0.10738455,0.497639818,-0.10738455
0.03,-0.497691965,0.111814048,0.497691965,-0.111814048
0.04,-0.498529808,0.116419994,0.498529808,-0.116419994
0.05,-0.500095073,0.121195709,0.500095073,-0.121195709
0.06,-0.502311199,0.126129031,0.502311199,-0.126129031
0.07,-0.505090513,0.131203631,0.505090513,-0.131203631
0.08,-0.508341102,0.136400515,0.508341102,-0.136400515
0.09,-0.511972613,0.141699481,0.511972613,-0.141699481
0.1,-0.515900477,0.147080354,0.515900477,-0.147080354
0.11,-0.520048529,0.1525239,0.520048529,-0.1525239
0.12,-0.524350268,0.158012435,0.524350268,-0.158012435
0.13,-0.528749059,0.163530146,0.528749059,-0.163530146
0.14,-0.533197703,0.169063219,0.533197703,-0.169063219
0.15,-0.537657531,0.174599794,0.537657531,-0.174599794
0.16,-0.542097413,0.180129857,0.542097413,-0.180129857
0.17,-0.54649263,0.185645051,0.54649263,-0.185645051
0.18,-0.550823895,0.1911385,0.550823895,-0.1911385
0.19,-0.55507638,0.196604598,0.55507638,-0.196604598
0.2,-0.559238945,0.202038836,0.559238945,-0.202038836
0.21,-0.563303417,0.207437629,0.563303417,-0.207437629
0.22,-0.567264023,0.212798168,0.567264023,-0.212798168
0.23,-0.571116909,0.218118295,0.571116909,-0.218118295
0.24,-0.574859742,0.22339639,0.574859742,-0.22339639
0.25,-0.578491391,0.228631278,0.578491391,-0.228631278
0.26,-0.582011666,0.233822151,0.582011666,-0.233822151
0.27,-0.58542111,0.238968498,0.58542111,-0.238968498
0.28,-0.588720828,0.244070058,0.588720828,-0.244070058
0.29,-0.591912353,0.249126766,0.591912353,-0.249126766
0.3,-0.594997537,0.254138719,0.594997537,-0.254138719
0.31,-0.597978466,0.259106146,0.597978466,-0.259106146
0.32,-0.600857391,0.264029375,0.600857391,-0.264029375
0.33,-0.60363667,0.268908822,0.60363667,-0.268908822
0.34,-0.606318732,0.273744963,0.606318732,-0.273744963
0.35,-0.608906038,0.278538326,0.608906038,-0.278538326
0.36,-0.611401055,0.283289475,0.611401055,-0.283289475
0.37,-0.613806239,0.287999003,0.613806239,-0.287999003
0.38,-0.616124015,0.292667522,0.616124015,-0.292667522
0.39,-0.618356766,0.297295656,0.618356766,-0.297295656
0.4,-0.62050683,0.301884037,0.62050683,-0.301884037
0.41,-0.622576483,0.306433299,0.622576483,-0.306433299
0.42,-0.624567941,0.310944077,0.624567941,-0.310944077
0.43,-0.62648336,0.315417,0.62648336,-0.315417
0.44,-0.628324826,0.319852691,0.628324826,-0.319852691
0.45,-0.630094358,0.324251767,0.630094358,-0.324251767
0.46,-0.631793915,0.328614834,0.631793915,-0.328614834
0.47,-0.633425375,0.332942485,0.633425375,-0.332942485
0.48,-0.634990573,0.337235308,0.634990573,-0.337235308
0.49,-0.636491255,0.34149387,0.636491255,-0.34149387
0.5,-0.637929127,0.345718733,0.637929127,-0.345718733
0.51,-0.639305815,0.349910441,0.639305815,-0.349910441
0.52,-0.640622904,0.354069529,0.640622904,-0.354069529
0.53,-0.641881903,0.358196514,0.641881903,-0.358196514
0.54,-0.643084285,0.362291904,0.643084285,-0.362291904
0.55,-0.644231452,0.366356191,0.644231452,-0.366356191
0.56,-0.645324771,0.370389855,0.645324771,-0.370389855
0.57,-0.646365545,0.374393364,0.646365545,-0.374393364
0.58,-0.647355044,0.378367172,0.647355044,-0.378367172
0.59,-0.648294479,0.382311721,0.648294479,-0.382311721
0.6,-0.649185033,0.386227443,0.649185033,-0.386227443
0.61,-0.650027824,0.390114752,0.650027824,-0.390114752
0.62,-0.65082395,0.393974056,0.65082395,-0.393974056
0.63,-0.651574475,0.397805755,0.651574475,-0.397805755
0.64,-0.652280398,0.401610226,0.652280398,-0.401610226
0.65,-0.65294271,0.405387846,0.65294271,-0.405387846
0.66,-0.653562365,0.40913898,0.653562365,-0.40913898
0.67,-0.654140262,0.412863977,0.654140262,-0.412863977
0.68,-0.654677297,0.416563184,0.654677297,-0.416563184
0.69,-0.655174325,0.420236934,0.655174325,-0.420236934
0.7,-0.655632162,0.423885549,0.655632162,-0.423885549
0.71,-0.656051616,0.427509348,0.656051616,-0.427509348
0.72,-0.656433457,0.431108638,0.656433457,-0.431108638
0.73,-0.656778425,0.434683713,0.656778425,-0.434683713
0.74,-0.657087254,0.438234869,0.657087254,-0.438234869
0.75,-0.657360638,0.441762386,0.657360638,-0.441762386
0.76,-0.657599251,0.445266538,0.657599251,-0.445266538
0.77,-0.657803758,0.448747596,0.657803758,-0.448747596
0.78,-0.657974788,0.452205817,0.657974788,-0.452205817
0.79,-0.658112957,0.455641455,0.658112957,-0.455641455
0.8,-0.658218878,0.459054763,0.658218878,-0.459054763
0.81,-0.65829312,0.462445976,0.65829312,-0.462445976
0.82,-0.658336226,0.465815322,0.658336226,-0.465815322
0.83,-0.658348744,0.469163029,0.658348744,-0.469163029
0.84,-0.658331216,0.472489325,0.658331216,-0.472489325
0.85,-0.658284175,0.475794433,0.658284175,-0.475794433
0.86,-0.658208102,0.479078555,0.658208102,-0.479078555
0.87,-0.658103467,0.482341893,0.658103467,-0.482341893
0.88,-0.657970739,0.485584646,0.657970739,-0.485584646
0.89,-0.657810388,0.488807013,0.657810388,-0.488807013
0.9,-0.657622873,0.49200919,0.657622873,-0.49200919
0.91,-0.657408614,0.495191356,0.657408614,-0.495191356
0.92,-0.657168017,0.498353687,0.657168017,-0.498353687
0.93,-0.65690149,0.501496358,0.65690149,-0.501496358
0.94,-0.65660944,0.504619546,0.65660944,-0.504619546
0.95,-0.656292268,0.507723421,0.656292268,-0.507723421
0.96,-0.655950339,0.510808143,0.655950339,-0.510808143
0.97,-0.65558401,0.513873866,0.65558401,-0.513873866
0.98,-0.655193635,0.516920745,0.655193635,-0.516920745
0.99,-0.65477957,0.519948934,0.65477957,-0.519948934
1,-0.654342166,0.522958586,0.654342166,-0.522958586
1.01,-0.653881744,0.52594984,0.653881744,-0.52594984
1.02,-0.653398616,0.528922834,0.653398616,-0.528922834
1.03,-0.652893094,0.531877703,0.652893094,-0.531877703
1.04,-0.652365491,0.534814584,0.652365491,-0.534814584
1.05,-0.651816115,0.537733611,0.651816115,-0.537733611
1.06,-0.65124525,0.54063491,0.65124525,-0.54063491
1.07,-0.65065317,0.5435186,0.65065317,-0.5435186
1.08,-0.650040153,0.546384802,0.650040153,-0.546384802
1.09,-0.649406473,0.549233636,0.649406473,-0.549233636
1.1,-0.648752402,0.552065223,0.648752402,-0.552065223
1.11,-0.648078193,0.554879671,0.648078193,-0.554879671
1.12,-0.64738409,0.557677089,0.64738409,-0.557677089
1.13,-0.646670338,0.560457582,0.646670338,-0.560457582
1.14,-0.645937179,0.563221256,0.645937179,-0.563221256
1.15,-0.645184858,0.56596822,0.645184858,-0.56596822
1.16,-0.644413601,0.568698569,0.644413601,-0.568698569
1.17,-0.643623622,0.571412399,0.643623622,-0.571412399
1.18,-0.642815138,0.574109802,0.642815138,-0.574109802
1.19,-0.641988363,0.576790872,0.641988363,-0.576790872
1.2,-0.641143513,0.579455702,0.641143513,-0.579455702
1.21,-0.6402808,0.582104384,0.6402808,-0.582104384
1.22,-0.639400418,0.584737001,0.639400418,-0.584737001
1.23,-0.638502557,0.587353635,0.638502557,-0.587353635
1.24,-0.637587405,0.589954366,0.637587405,-0.589954366
1.25,-0.636655152,0.592539275,0.636655152,-0.592539275
1.26,-0.635705985,0.595108442,0.635705985,-0.595108442
1.27,-0.634740092,0.597661947,0.634740092,-0.597661947
1.28,-0.633757641,0.600199862,0.633757641,-0.600199862
1.29,-0.6327588,0.602722255,0.6327588,-0.602722255
1.3,-0.631743735,0.605229196,0.631743735,-0.605229196
1.31,-0.630712613,0.607720756,0.630712613,-0.607720756
1.32,-0.6296656,0.610197004,0.6296656,-0.610197004
1.33,-0.628602859,0.612658007,0.628602859,-0.612658007
1.34,-0.627524541,0.615103827,0.627524541,-0.615103827
1.35,-0.626430792,0.617534524,0.626430792,-0.617534524
1.36,-0.62532176,0.619950157,0.62532176,-0.619950157
1.37,-0.624197593,0.622350785,0.624197593,-0.622350785
1.38,-0.623058438,0.62473647,0.623058438,-0.62473647
1.39,-0.62190444,0.627107268,0.62190444,-0.627107268
1.4,-0.620735729,0.629463231,0.620735729,-0.629463231
1.41,-0.619552439,0.631804411,0.619552439,-0.631804411
1.42,-0.6183547,0.634130858,0.6183547,-0.634130858
1.43,-0.617142643,0.636442622,0.617142643,-0.636442622
1.44,-0.6159164,0.638739756,0.6159164,-0.638739756
1.45,-0.614676098,0.641022307,0.614676098,-0.641022307
1.46,-0.613421854,0.643290319,0.613421854,-0.643290319
1.47,-0.612153786,0.645543835,0.612153786,-0.645543835
1.48,-0.61087201,0.647782898,0.61087201,-0.647782898
1.49,-0.609576645,0.650007551,0.609576645,-0.650007551
1.5,-0.608267808,0.652217836,0.608267808,-0.652217836
1.51,-0.60694561,0.654413794,0.60694561,-0.654413794
1.52,-0.605610158,0.656595461,0.605610158,-0.656595461
1.53,-0.604261555,0.658762873,0.604261555,-0.658762873
1.54,-0.602899909,0.660916064,0.602899909,-0.660916064
1.55,-0.601525322,0.663055071,0.601525322,-0.663055071
1.56,-0.600137901,0.665179929,0.600137901,-0.665179929
1.57,-0.598737748,0.667290673,0.598737748,-0.667290673
1.58,-0.597324956,0.669387331,0.597324956,-0.669387331
1.59,-0.595899618,0.67146993,0.595899618,-0.67146993
1.6,-0.594461827,0.673538498,0.594461827,-0.673538498
1.61,-0.593011675,0.675593063,0.593011675,-0.675593063
1.62,-0.591549254,0.677633653,0.591549254,-0.677633653
1.63,-0.590074659,0.679660296,0.590074659,-0.679660296
1.64,-0.58858798,0.681673018,0.58858798,-0.681673018
1.65,-0.587089304,0.683671844,0.587089304,-0.683671844
1.66,-0.585578711,0.685656792,0.585578711,-0.685656792
1.67,-0.584056283,0.687627884,0.584056283,-0.687627884
1.68,-0.5825221,0.689585137,0.5825221,-0.689585137
1.69,-0.580976242,0.691528571,0.580976242,-0.691528571
1.7,-0.57941879,0.693458206,0.57941879,-0.693458206
1.71,-0.577849824,0.69537406,0.577849824,-0.69537406
1.72,-0.576269425,0.697276154,0.576269425,-0.697276154
1.73,-0.574677667,0.699164502,0.574677667,-0.699164502
1.74,-0.57307462,0.701039117,0.57307462,-0.701039117
1.75,-0.571460355,0.702900008,0.571460355,-0.702900008
1.76,-0.569834943,0.70474719,0.569834943,-0.70474719
1.77,-0.568198452,0.706580672,0.568198452,-0.706580672
1.78,-0.566550954,0.708400466,0.566550954,-0.708400466
1.79,-0.564892519,0.710206584,0.564892519,-0.710206584
1.8,-0.563223217,0.711999038,0.563223217,-0.711999038
1.81,-0.561543112,0.713777835,0.561543112,-0.713777835
1.82,-0.559852266,0.715542979,0.559852266,-0.715542979
1.83,-0.55815074,0.717294474,0.55815074,-0.717294474
1.84,-0.556438596,0.719032324,0.556438596,-0.719032324
1.85,-0.554715896,0.720756534,0.554715896,-0.720756534
1.86,-0.552982701,0.722467108,0.552982701,-0.722467108
1.87,-0.551239071,0.724164049,0.551239071,-0.724164049
1.88,-0.549485069,0.725847363,0.549485069,-0.725847363
1.89,-0.547720751,0.727517049,0.547720751,-0.727517049
1.9,-0.54594617,0.729173103,0.54594617,-0.729173103
1.91,-0.54416138,0.730815523,0.54416138,-0.730815523
1.92,-0.542366436,0.732444306,0.542366436,-0.732444306
1.93,-0.540561391,0.734059448,0.540561391,-0.734059448
1.94,-0.538746299,0.735660948,0.538746299,-0.735660948
1.95,-0.536921213,0.737248801,0.536921213,-0.737248801
1.96,-0.535086188,0.738823005,0.535086188,-0.738823005
1.97,-0.533241272,0.740383551,0.533241272,-0.740383551
1.98,-0.531386512,0.74193043,0.531386512,-0.74193043
1.99,-0.529521956,0.743463632,0.529521956,-0.743463632
2,-0.527647651,0.744983147,0.527647651,-0.744983147
2.01,-0.525763644,0.746488964,0.525763644,-0.746488964
2.02,-0.523869982,0.747981073,0.523869982,-0.747981073
2.03,-0.521966713,0.749459464,0.521966713,-0.749459464
2.04,-0.520053883,0.750924127,0.520053883,-0.750924127
2.05,-0.518131535,0.752375046,0.518131535,-0.752375046
2.06,-0.516199711,0.753812205,0.516199711,-0.753812205
2.07,-0.514258451,0.755235585,0.514258451,-0.755235585
2.08,-0.512307798,0.75664517,0.512307798,-0.75664517
2.09,-0.510347792,0.758040942,0.510347792,-0.758040942
2.1,-0.508378475,0.759422885,0.508378475,-0.759422885
2.11,-0.506399888,0.760790979,0.506399888,-0.760790979
2.12,-0.504412072,0.76214521,0.504412072,-0.76214521
2.13,-0.502415068,0.763485555,0.502415068,-0.763485555
2.14,-0.500408909,0.764811989,0.500408909,-0.764811989
2.15,-0.498393631,0.766124487,0.498393631,-0.766124487
2.16,-0.49636927,0.767423021,0.49636927,-0.767423021
2.17,-0.49433586,0.768707565,0.49433586,-0.768707565
2.18,-0.492293437,0.769978094,0.492293437,-0.769978094
2.19,-0.490242037,0.771234581,0.490242037,-0.771234581
2.2,-0.488181694,0.772477,0.488181694,-0.772477
2.21,-0.486112445,0.773705326,0.486112445,-0.773705326
2.22,-0.484034323,0.774919531,0.484034323,-0.774919531
2.23,-0.481947364,0.776119588,0.481947364,-0.776119588
2.24,-0.479851596,0.777305461,0.479851596,-0.777305461
2.25,-0.477747051,0.778477115,0.477747051,-0.778477115
2.26,-0.475633755,0.779634511,0.475633755,-0.779634511
2.27,-0.47351174,0.780777613,0.47351174,-0.780777613
2.28,-0.471381034,0.781906384,0.471381034,-0.781906384
2.29,-0.469241667,0.783020787,0.469241667,-0.783020787
2.3,-0.467093667,0.784120784,0.467093667,-0.784120784
2.31,-0.464937065,0.785206339,0.464937065,-0.785206339
2.32,-0.462771888,0.786277416,0.462771888,-0.786277416
2.33,-0.460598168,0.787333976,0.460598168,-0.787333976
2.34,-0.45841593,0.788375979,0.45841593,-0.788375979
2.35,-0.456225199,0.789403377,0.456225199,-0.789403377
2.36,-0.454025999,0.790416122,0.454025999,-0.790416122
2.37,-0.451818354,0.791414164,0.451818354,-0.791414164
2.38,-0.449602288,0.792397453,0.449602288,-0.792397453
2.39,-0.447377826,0.793365942,0.447377826,-0.793365942
2.4,-0.44514499,0.794319581,0.44514499,-0.794319581
2.41,-0.442903806,0.795258321,0.442903806,-0.795258321
2.42,-0.440654296,0.796182113,0.440654296,-0.796182113
2.43,-0.438396486,0.797090907,0.438396486,-0.797090907
2.44,-0.436130398,0.797984656,0.436130398,-0.797984656
2.45,-0.433856055,0.798863302,0.433856055,-0.798863302
2.46,-0.431573476,0.799726785,0.431573476,-0.799726785
2.47,-0.429282679,0.800575041,0.429282679,-0.800575041
2.48,-0.426983685,0.801408007,0.426983685,-0.801408007
2.49,-0.424676513,0.80222562,0.424676513,-0.80222562
2.5,-0.422361181,0.803027818,0.422361181,-0.803027818
2.51,-0.42003771,0.803814538,0.42003771,-0.803814538
