t,x1,y1,x2,y2,x3,y3
0,-1,0.25,0,0,1,-0.25
0.01,-0.994942663,0.254985376,-0.01000051,-0.009999301,1.004943173,-0.244986074
0.02,-0.989769692,0.259940066,-0.020004079,-0.019994412,1.009773771,-0.239945654
0.03,-0.984479583,0.264861817,-0.030013752,-0.029981138,1.014493335,-0.234880679
0.04,-0.979070885,0.269748271,-0.040032552,-0.039955278,1.019103437,-0.229792993
0.05,-0.973542189,0.274596963,-0.050063467,-0.049912619,1.023605656,-0.224684344
0.06,-0.967892137,0.279405322,-0.060109435,-0.059848935,1.028001572,-0.219556387
0.07,-0.96211943,0.284170666,-0.070173333,-0.069759981,1.032292763,-0.214410685
0.08,-0.956222834,0.288890208,-0.080257969,-0.079641493,1.036480803,-0.209248715
0.09,-0.950201185,0.29356106,-0.090366071,-0.089489188,1.040567256,-0.204071872
0.1,-0.944053416,0.298180209,-0.100500253,-0.099298752,1.044553669,-0.198881457
0.11,-0.937778529,0.302744566,-0.110663053,-0.109065857,1.048441582,-0.193678709
0.12,-0.931375653,0.307250918,-0.120856852,-0.118786141,1.052232505,-0.188464777
0.13,-0.924844003,0.311695975,-0.131083933,-0.128455225,1.055927936,-0.183240749
0.14,-0.918182933,0.316076336,-0.14134641,-0.138068704,1.059529343,-0.178007632
0.15,-0.911391906,0.320388533,-0.151646266,-0.147622156,1.063038173,-0.172766377
0.16,-0.90447054,0.324629001,-0.161985302,-0.157111139,1.066455842,-0.167517862
0.17,-0.897418585,0.328794112,-0.172365154,-0.1665312,1.069783739,-0.162262912
0.18,-0.890235954,0.332880168,-0.18278727,-0.17587788,1.073023223,-0.157002288
0.19,-0.882922721,0.336883416,-0.193252898,-0.185146717,1.076175619,-0.151736698
0.2,-0.875479123,0.340800056,-0.203763099,-0.194333254,1.079242222,-0.146466802
0.21,-0.867905595,0.344626254,-0.214318694,-0.203433052,1.082224289,-0.141193203
0.22,-0.860202739,0.34835815,-0.224920307,-0.21244169,1.085123046,-0.13591646
0.23,-0.852371345,0.351991873,-0.235568339,-0.221354782,1.087939685,-0.130637091
0.24,-0.844412425,0.355523556,-0.24626293,-0.230167993,1.090675355,-0.125355563
0.25,-0.836327142,0.358949343,-0.257004039,-0.238877027,1.093331181,-0.120072316
0.26,-0.828116927,0.362265419,-0.267791309,-0.247477683,1.095908236,-0.114787736
0.27,-0.819783333,0.365467995,-0.27862424,-0.255965803,1.098407574,-0.109502192
0.28,-0.81132821,0.368553372,-0.289501983,-0.264337369,1.100830192,-0.104216003
0.29,-0.802753513,0.371517889,-0.300423558,-0.272588421,1.103177071,-0.098929469
0.3,-0.794061488,0.374358023,-0.311387649,-0.280715172,1.105449137,-0.09364285
0.31,-0.785254503,0.377070313,-0.322392788,-0.288713923,1.107647291,-0.08835639
0.32,-0.776335169,0.379651461,-0.333437222,-0.296581164,1.10977239,-0.083070297
0.33,-0.76730625,0.382098283,-0.344519009,-0.304313522,1.111825259,-0.077784761
0.34,-0.758170694,0.384407753,-0.35563599,-0.311907806,1.113806684,-0.072499947
0.35,-0.748931627,0.386577029,-0.366785785,-0.31936103,1.115717412,-0.067215999
0.36,-0.739592298,0.388603406,-0.377965867,-0.32667036,1.117558164,-0.061933046
0.37,-0.730156153,0.390484453,-0.389173456,-0.333833264,1.119329609,-0.056651189
0.38,-0.720626696,0.392217826,-0.400405703,-0.3408473,1.121032399,-0.051370526
0.39,-0.711007611,0.393801513,-0.411659523,-0.347710386,1.122667134,-0.046091127
0.4,-0.701302644,0.395233641,-0.422931747,-0.354420585,1.124234391,-0.040813056
0.41,-0.691515631,0.39651258,-0.434219078,-0.36097622,1.125734709,-0.035536361
0.42,-0.68165049,0.397636991,-0.445518096,-0.367375915,1.127168586,-0.030261076
0.43,-0.671711169,0.398605654,-0.456825334,-0.373618422,1.128536503,-0.024987231
0.44,-0.661701668,0.399417731,-0.468137219,-0.379702891,1.129838886,-0.019714839
0.45,-0.651625993,0.400072496,-0.479450155,-0.385628588,1.131076148,-0.014443909
0.46,-0.641488153,0.400569538,-0.490760503,-0.391395099,1.132248656,-0.009174439
0.47,-0.631292141,0.400908677,-0.502064607,-0.397002256,1.133356749,-0.003906421
0.48,-0.621041927,0.401089894,-0.513358813,-0.402450052,1.13440074,0.001360157
0.49,-0.610741409,0.40111352,-0.524639488,-0.407738836,1.135380897,0.006625317
0.5,-0.600394457,0.400979971,-0.535903016,-0.41286905,1.136297474,0.011889079
0.51,-0.590004833,0.400689985,-0.547145845,-0.417841458,1.137150678,0.017151473
0.52,-0.579576228,0.40024445,-0.558364468,-0.42265698,1.137940696,0.02241253
0.53,-0.569112242,0.399644439,-0.569555442,-0.427316721,1.138667684,0.027672282
0.54,-0.558616321,0.398891274,-0.580715438,-0.431822039,1.139331759,0.032930765
0.55,-0.548091859,0.397986356,-0.591841165,-0.436174371,1.139933025,0.038188015
0.56,-0.537542043,0.396931348,-0.602929494,-0.440375416,1.140471537,0.043444069
0.57,-0.526969985,0.395727993,-0.613977353,-0.444426957,1.140947338,0.048698963
0.58,-0.516378625,0.394378205,-0.624981808,-0.44833094,1.141360433,0.053952735
0.59,-0.505770736,0.392884038,-0.635940061,-0.452089458,1.141710797,0.05920542
0.6,-0.495149003,0.39124762,-0.646849384,-0.455704671,1.141998388,0.064457051
0.61,-0.484515861,0.389471244,-0.657707257,-0.459178904,1.142223117,0.06970766
0.62,-0.473873675,0.387557243,-0.668511211,-0.462514519,1.142384887,0.074957276
0.63,-0.46322459,0.385508069,-0.679258967,-0.465713994,1.142483557,0.080205924
0.64,-0.452570605,0.383326237,-0.689948361,-0.468779864,1.142518966,0.085453627
0.65,-0.44191359,0.381014311,-0.700577335,-0.471714715,1.142490926,0.090700404
0.66,-0.431255184,0.378574937,-0.711144027,-0.474521202,1.14239921,0.095946265
0.67,-0.420596956,0.376010774,-0.721646626,-0.477201994,1.142243582,0.101191221
0.68,-0.409940233,0.373324538,-0.732083524,-0.47975981,1.142023757,0.106435272
0.69,-0.399286242,0.370518964,-0.742453195,-0.482197379,1.141739437,0.111678415
0.7,-0.388636049,0.367596806,-0.752754242,-0.484517445,1.141390291,0.116920639
0.71,-0.377990531,0.364560832,-0.762985422,-0.486722757,1.140975953,0.122161925
0.72,-0.367350495,0.361413816,-0.773145549,-0.488816065,1.140496044,0.127402249
0.73,-0.356716518,0.358158531,-0.783233619,-0.490800106,1.139950137,0.132641575
0.74,-0.34608911,0.354797748,-0.793248682,-0.492677607,1.139337791,0.137879859
0.75,-0.335468608,0.351334226,-0.803189922,-0.494451275,1.13865853,0.143117049
0.76,-0.324855216,0.347770708,-0.813056628,-0.496123787,1.137911844,0.148353079
0.77,-0.314249053,0.344109926,-0.822848153,-0.497697804,1.137097206,0.153587878
0.78,-0.303650048,0.340354581,-0.832563992,-0.499175936,1.13621404,0.158821355
0.79,-0.293058081,0.336507362,-0.842203676,-0.500560778,1.135261758,0.164053416
0.8,-0.282472865,0.332570922,-0.851766862,-0.501854868,1.134239727,0.169283946
0.81,-0.271894023,0.328547892,-0.861253264,-0.503060712,1.133147288,0.17451282
0.82,-0.261321093,0.324440878,-0.870662663,-0.504180777,1.131983756,0.179739899
0.83,-0.250753437,0.320252437,-0.879994954,-0.505217457,1.130748391,0.184965021
0.84,-0.2401904,0.315985117,-0.889250046,-0.506173134,1.129440446,0.190188016
0.85,-0.229631206,0.311641433,-0.898427928,-0.50705013,1.128059134,0.195408698
0.86,-0.219074931,0.307223845,-0.90752868,-0.507850691,1.126603611,0.200626846
0.87,-0.208520638,0.302734811,-0.916552389,-0.50857705,1.125073027,0.205842239
0.88,-0.197967271,0.29817675,-0.925499215,-0.509231377,1.123466486,0.211054627
0.89,-0.187413649,0.293552034,-0.934369386,-0.509815761,1.121783036,0.216263728
0.9,-0.176858579,0.288863033,-0.943163138,-0.510332286,1.120021717,0.221469253
0.91,-0.16630075,0.284112079,-0.951880767,-0.51078296,1.118181517,0.226670881
0.92,-0.155738744,0.279301467,-0.960522622,-0.511169718,1.116261366,0.231868252
0.93,-0.145171133,0.27443349,-0.969089057,-0.511494491,1.11426019,0.237061001
0.94,-0.13459637,0.269510408,-0.977580479,-0.511759128,1.112176849,0.242248719
0.95,-0.124012817,0.264534458,-0.98599733,-0.511965413,1.110010148,0.247430954
0.96,-0.113418826,0.259507873,-0.99434006,-0.512115123,1.107758886,0.25260725
0.97,-0.102812629,0.254432864,-1.002609159,-0.512209955,1.105421787,0.257777091
0.98,-0.092192379,0.249311631,-1.010805143,-0.512251546,1.102997523,0.262939915
0.99,-0.081556219,0.244146371,-1.018928535,-0.512241528,1.100484754,0.268095157
1,-0.070902168,0.238939276,-1.026979888,-0.512181448,1.097882057,0.273242172
1.01,-0.060228181,0.233692537,-1.034959776,-0.512072806,1.095187956,0.278380269
1.02,-0.049532197,0.228408344,-1.042868772,-0.511917094,1.092400969,0.28350875
1.03,-0.038812033,0.223088904,-1.050707478,-0.511715721,1.089519512,0.288626817
1.04,-0.028065426,0.217736439,-1.05847651,-0.511470046,1.086541935,0.293733607
1.05,-0.01729011,0.212353173,-1.066176481,-0.511181425,1.083466591,0.298828252
1.06,-0.006483741,0.206941349,-1.07380802,-0.510851164,1.080291761,0.303909815
1.07,0.004356165,0.201503274,-1.081371769,-0.510480486,1.077015605,0.308977213
1.08,0.015232107,0.196041259,-1.088868375,-0.510070605,1.073636268,0.314029346
1.09,0.026146605,0.190557628,-1.096298483,-0.509622722,1.070151879,0.319065094
1.1,0.03710233,0.185054801,-1.103662753,-0.509137954,1.066560423,0.324083153
1.11,0.04810202,0.179535254,-1.110961844,-0.508617384,1.062859823,0.329082129
1.12,0.059148416,0.174001465,-1.118196417,-0.508062093,1.059048002,0.334060628
1.13,0.070244346,0.16845599,-1.125367138,-0.507473117,1.055122792,0.339017127
1.14,0.081392784,0.162901542,-1.132474673,-0.506851422,1.051081889,0.34394988
1.15,0.092596712,0.15734085,-1.139519686,-0.506197972,1.046922975,0.348857122
1.16,0.10385914,0.151776673,-1.146502846,-0.505513715,1.042643706,0.353737043
1.17,0.11518324,0.146212,-1.153424815,-0.50479953,1.038241576,0.35858753
1.18,0.126572244,0.140649926,-1.160286258,-0.504056269,1.033714014,0.363406343
1.19,0.138029387,0.135093548,-1.167087835,-0.503284784,1.029058448,0.368191235
1.2,0.149558004,0.129546149,-1.173830208,-0.502485883,1.024272204,0.372939735
1.21,0.161161562,0.124011305,-1.180514028,-0.501660324,1.019352466,0.37764902
1.22,0.172843536,0.118492619,-1.187139949,-0.50080886,1.014296413,0.382316241
1.23,0.184607434,0.112993764,-1.193708622,-0.49993223,1.009101188,0.386938465
1.24,0.196456905,0.10751886,-1.200220686,-0.499031116,1.003763781,0.391512256
1.25,0.208395645,0.102072197,-1.20667678,-0.498106179,0.998281135,0.396033982
1.26,0.220427352,0.096658074,-1.213077541,-0.497158082,0.992650189,0.400500007
1.27,0.232555803,0.091281157,-1.219423595,-0.496187447,0.986867792,0.40490629
1.28,0.244784848,0.085946617,-1.225715563,-0.495194857,0.980930715,0.40924824
1.29,0.257118339,0.080659661,-1.231954061,-0.494180892,0.974835722,0.41352123
1.3,0.269560145,0.075425688,-1.238139702,-0.493146117,0.968579557,0.417720429
1.31,0.282114166,0.070250807,-1.244273086,-0.492091053,0.962158919,0.421840246
1.32,0.29478429,0.065141286,-1.250354808,-0.491016212,0.955570518,0.425874926
1.33,0.307574396,0.060103684,-1.256385461,-0.48992209,0.948811065,0.429818406
1.34,0.320488282,0.055145318,-1.262365622,-0.488809148,0.94187734,0.43366383
1.35,0.333529723,0.050273643,-1.268295866,-0.487677842,0.934766143,0.4374042
1.36,0.346702385,0.045496687,-1.27417676,-0.486528605,0.927474375,0.441031918
1.37,0.360009767,0.040823127,-1.280008859,-0.485361847,0.919999092,0.44453872
1.38,0.373455271,0.036261948,-1.285792715,-0.484177966,0.912337443,0.447916018
1.39,0.387041972,0.031823015,-1.291528865,-0.482977336,0.904486893,0.451154321
1.4,0.400772815,0.027516482,-1.297217843,-0.481760322,0.896445028,0.45424384
1.41,0.414650266,0.02335343,-1.30286017,-0.480527264,0.888209904,0.457173834
1.42,0.428676518,0.0193454,-1.30845636,-0.479278491,0.879779842,0.459933091
1.43,0.442853229,0.015504693,-1.314006917,-0.478014315,0.871153687,0.462509622
1.44,0.457181445,0.01184438,-1.319512331,-0.47673503,0.862330887,0.46489065
1.45,0.471661745,0.008378025,-1.32497309,-0.475440919,0.853311345,0.467062894
1.46,0.4862936,0.005120208,-1.330389662,-0.474132245,0.844096062,0.469012037
1.47,0.501076023,0.002085863,-1.335762513,-0.472809262,0.83468649,0.470723399
1.48,0.516006634,-0.000709166,-1.341092092,-0.471472205,0.825085458,0.472181371
1.49,0.531082231,-0.003248604,-1.346378839,-0.4701213,0.815296609,0.473369903
1.5,0.546298018,-0.005515515,-1.351623182,-0.468756754,0.805325164,0.474272269
1.51,0.561648099,-0.007492641,-1.356825537,-0.467378767,0.795177438,0.474871408
1.52,0.577124694,-0.009162354,-1.361986306,-0.465987521,0.784861613,0.475149875
1.53,0.592718587,-0.010506927,-1.367105882,-0.46458319,0.774387295,0.475090117
1.54,0.608418626,-0.011508667,-1.372184642,-0.463165934,0.763766015,0.474674601
1.55,0.624211669,-0.012150196,-1.377222948,-0.461735901,0.75301128,0.473886097
1.56,0.64008269,-0.01241466,-1.382221154,-0.460293231,0.742138463,0.472707891
1.57,0.656014571,-0.012286059,-1.387179593,-0.45883805,0.731165022,0.471124109
1.58,0.671988097,-0.011749627,-1.392098588,-0.457370476,0.720110491,0.469120103
1.59,0.687982206,-0.010792023,-1.396978446,-0.455890618,0.70899624,0.466682641
1.6,0.703973916,-0.009401817,-1.40181946,-0.454398576,0.697845543,0.463800392
1.61,0.719938581,-0.00756986,-1.406621905,-0.45289444,0.686683324,0.4604643
1.62,0.735850249,-0.005289375,-1.411386043,-0.451378295,0.675535794,0.45666767
1.63,0.75168185,-0.002556517,-1.41611212,-0.449850217,0.66443027,0.452406735
1.64,0.767405679,0.000629578,-1.420800367,-0.448310278,0.653394688,0.4476807
1.65,0.7829938,0.004266603,-1.425450998,-0.446758544,0.642457197,0.442491941
1.66,0.79841851,0.008349039,-1.430064213,-0.445195073,0.631645703,0.436846034
1.67,0.813652812,0.012868154,-1.434640197,-0.443619925,0.620987385,0.430751771
1.68,0.828670895,0.017812115,-1.439179119,-0.442033152,0.610508224,0.424221037
1.69,0.843448552,0.023166252,-1.443681134,-0.440434806,0.600232582,0.417268554
1.7,0.857963536,0.028913343,-1.448146384,-0.438824936,0.590182848,0.409911593
1.71,0.87219587,0.035033959,-1.452574997,-0.437203592,0.580379127,0.402169633
1.72,0.886128099,0.041506845,-1.456967087,-0.43557082,0.570838988,0.394063975
1.73,0.899745438,0.048309369,-1.461322757,-0.433926672,0.561577319,0.385617303
1.74,0.913035795,0.055417958,-1.465642099,-0.432271195,0.552606304,0.376853236
1.75,0.92598976,0.062808508,-1.469925194,-0.430604441,0.543935434,0.367795933
1.76,0.938600528,0.070456759,-1.474172111,-0.428926464,0.535571583,0.358469705
1.77,0.950863791,0.078338654,-1.478382913,-0.427237318,0.527519123,0.348898665
1.78,0.962777523,0.086430642,-1.482557653,-0.425537063,0.51978013,0.339106421
1.79,0.974341761,0.094709922,-1.486696376,-0.42382576,0.512354615,0.329115838
1.8,0.985558377,0.103154631,-1.490799121,-0.422103474,0.505240744,0.318948843
1.81,0.996430854,0.111743996,-1.494865921,-0.420370272,0.498435067,0.308626276
1.82,1.006964062,0.120458459,-1.498896802,-0.418626227,0.49193274,0.298167768
1.83,1.017164013,0.129279716,-1.502891788,-0.416871415,0.485727776,0.287591698
1.84,1.027037646,0.138190747,-1.506850898,-0.415105915,0.479813252,0.276915168
1.85,1.036592644,0.147175811,-1.510774145,-0.413329812,0.474181501,0.266154001
1.86,1.045837266,0.156220442,-1.514661543,-0.411543192,0.468824277,0.25532275
1.87,1.054780186,0.165311423,-1.518513101,-0.409746148,0.463732915,0.244434726
1.88,1.063430352,0.174436672,-1.522328829,-0.407938776,0.458898477,0.233502104
1.89,1.071796879,0.183585223,-1.526108731,-0.406121173,0.454311853,0.22253595
1.9,1.079888952,0.192747192,-1.529852816,-0.404293443,0.449963864,0.211546251
1.91,1.087715741,0.201913642,-1.533561088,-0.402455693,0.445845347,0.200542052
1.92,1.095286335,0.211076525,-1.537233552,-0.400608033,0.441947217,0.189531508
1.93,1.102609688,0.220228663,-1.540870214,-0.398750575,0.438260526,0.178521912
1.94,1.109694571,0.229363635,-1.54447108,-0.396883436,0.434776508,0.167519801
1.95,1.116549554,0.2384757,-1.548036156,-0.395006736,0.431486602,0.156531035
1.96,1.123182966,0.24755977,-1.55156545,-0.393120596,0.428382485,0.145560826
1.97,1.129602859,0.256611376,-1.555058971,-0.391225142,0.425456112,0.134613767
1.98,1.135817066,0.265626494,-1.558516729,-0.389320501,0.422699663,0.123694007
1.99,1.141833086,0.274601676,-1.561938735,-0.387406804,0.420105649,0.112805128
2,1.147658194,0.283533819,-1.565325003,-0.385484181,0.41766681,0.101950363
2.01,1.153299339,0.292420275,-1.568675548,-0.383552768,0.415376208,0.091132493
2.02,1.158763225,0.301258709,-1.571990386,-0.3816127,0.413227161,0.080353991
