t,x1,y1,x2,y2,x3,y3
3.12,0.98893374,0.224259521,-0.040096207,0.037091442,-0.948837533,-0.261350963
3.13,0.984720095,0.228684534,-0.030748565,0.028473973,-0.95397153,-0.257158507
3.14,0.980390583,0.23308541,-0.021411632,0.019842916,-0.958978951,-0.252928325
3.15,0.97594357,0.23746032,-0.012082166,0.011202398,-0.963861404,-0.248662718
3.16,0.971377424,0.241807427,-0.002756925,0.00255655,-0.968620499,-0.244363976
3.17,0.966690509,0.246124768,0.00656735,-0.006090515,-0.973257859,-0.240034254
3.18,0.961881199,0.250410209,0.015893921,-0.01473468,-0.977775119,-0.235675529
3.19,0.956947869,0.254661599,0.025226045,-0.02337183,-0.982173915,-0.231289769
3.2,0.951888905,0.258876688,0.034566974,-0.031997841,-0.986455879,-0.226878847
3.21,0.946702727,0.26305301,0.043919911,-0.040608558,-0.990622638,-0.222444453
3.22,0.941387763,0.267188076,0.053288049,-0.049199818,-0.994675811,-0.217988258
