t, x1, y1, x2, y2
0.,-0.5,0.3,0.5,-0.3
0.01,-0.4921370405676911,0.30996175979333185,0.49606852028384546,-0.30498087989666595
0.02,-0.48414877105098086,0.31984553848036645,0.4920743855254904,-0.3099227692401833
0.03,-0.4760359840935694,0.3296489860343224,0.48801799204678464,-0.31482449301716126
0.04,-0.4677995559625211,0.3393697779020211,0.48389977798126055,-0.3196848889510106
0.05,-0.4594404357338703,0.3490056043616781,0.4797202178669351,-0.32450280218083916
0.06,-0.4509596369181569,0.3585541662086889,0.4754798184590784,-0.32927708310434456
0.07,-0.4423582337652389,0.36801318416731055,0.4711791168826194,-0.33400659208365535
0.08,-0.43363736534934333,0.37738039411064045,0.4668186826746716,-0.33869019705532033
0.09,-0.4247982329979154,0.3866535560981619,0.46239911649895765,-0.343326778049081
0.1,-0.41584210486690837,0.3958304511136972,0.4579210524334541,-0.3479152255568487
0.11,-0.40677030681853277,0.4049088877741132,0.45338515340926633,-0.3524544438870567
0.12,-0.3975842323150457,0.4138867012150518,0.4487921161575228,-0.356943350607526
0.13,-0.38828532358549117,0.4227617547204016,0.44414266179274553,-0.36138087736020097
0.14,-0.3788751205125228,0.43153196233363295,0.43943756025626135,-0.36576598116681663
0.15,-0.36935517597307843,0.440195244098922,0.4346775879865391,-0.3700976220494611
0.16,-0.3597271153170176,0.44874956687807305,0.42986355765850875,-0.37437478343903663
0.17,-0.34999265548729513,0.457192965275013,0.42499632774364754,-0.3785964826375066
0.18,-0.3401535217420595,0.46552348006895783,0.4200767608710297,-0.38276174003447905
0.19,-0.33021151143554184,0.47373920421782395,0.41510575571777086,-0.3868696021089121
0.2,-0.3201685040922949,0.48183830393775423,0.41008425204614735,-0.3909191519688772
0.21,-0.3100263864946066,0.4898189529022144,0.4050131932473032,-0.3949094764511073
0.22,-0.29978711446678696,0.49767939220435664,0.3998935572333934,-0.3988396961021784
0.23,-0.28945271566695746,0.5054179408239403,0.39472635783347865,-0.40270897041197024
0.24,-0.27902522418499964,0.513032925169962,0.3895126120924997,-0.4065164625849811
0.25,-0.26850673827794114,0.5205227502056424,0.38425336913897046,-0.4102613751028213
0.26,-0.25789941673792455,0.527885902807896,0.3789497083689622,-0.4139429514039481
0.27,-0.2472054240313832,0.5351208778735204,0.3736027120156915,-0.41756043893676026
0.28,-0.23642698239798682,0.542226258977915,0.3682134911989933,-0.42111312948895757
0.29,-0.22556636297902707,0.549200713785151,0.36278318148951344,-0.4246003568925756
0.3,-0.2146258405653832,0.5560429154514034,0.3573129202826915,-0.42802145772570177
0.31,-0.2036077386201177,0.5627516324693983,0.35180386931005875,-0.4313758162346992
0.32,-0.19251442773720967,0.5693257425877353,0.3462572138686047,-0.4346628712938677
0.33,-0.18134828035579986,0.5757641287337835,0.3406741401778998,-0.4378820643668918
0.34,-0.17011168414647593,0.5820657075925535,0.33505584207323785,-0.4410328537962768
0.35000000000000003,-0.15880707991445184,0.588229556106882,0.32940353995722577,-0.444114778053441
0.36,-0.1474369188542787,0.5942547987014729,0.3237184594271392,-0.44712739935073653
0.37,-0.13600365295557193,0.6001405612881395,0.31800182647778585,-0.45007028064406984
0.38,-0.12450975813550536,0.6058860607955475,0.31225487906775257,-0.45294303039777384
0.39,-0.11295773279014494,0.611490656503782,0.3064788663950724,-0.45574532825189107
0.4,-0.10135007548841315,0.6169537200875659,0.30067503774420645,-0.458476860043783
0.41000000000000003,-0.08968928780518742,0.6222746377913151,0.29484464390259363,-0.4611373188956576
0.42,-0.07797788402341627,0.6274529420480512,0.288988942011708,-0.4637264710240257
0.43,-0.06621837770559635,0.6324882496352741,0.28310918885279807,-0.4662441248176371
0.44,-0.05441328211706228,0.6373801783751486,0.277206641058531,-0.4686900891875744
0.45,-0.0425651116392586,0.6421283974702697,0.2712825558196292,-0.47106419873513494
0.46,-0.030676368637300347,0.6467327340797832,0.26533818431865,-0.47336636703989166
0.47000000000000003,-0.01874954995912862,0.6511930455951513,0.2593747749795642,-0.47559652279757575
0.48,-0.006787152486973369,0.6555091933584593,0.2533935762434865,-0.4777545966792297
0.49,0.005208342604865867,0.6596811440175757,0.24739582869756693,-0.47984057200878794
