t, x1, y1, x2, y2
0.,-0.5,0.,0.5,0.
0.01,-0.4920991838563442,0.007799602756098662,0.496049591928172,-0.003899801378049331
0.02,-0.4839935928451983,0.015596764994091785,0.491996796422599,-0.007798382497045893
0.03,-0.4756782044204136,0.02338888366427458,0.4878391022102067,-0.01169444183213729
0.04,-0.4671477904247458,0.031173155011954955,0.48357389521237276,-0.015586577505977478
0.05,-0.45839688441246296,0.03894656247284735,0.47919844220623137,-0.019473281236423674
0.06,-0.4494197644245042,0.04670585419112441,0.4747098822122521,-0.023352927095562206
0.07,-0.44021043694687023,0.05444751989976972,0.47010521847343506,-0.02722375994988486
0.08,-0.43076262288110345,0.06216776818275775,0.4653813114405517,-0.031083884091378876
0.09,-0.4210697290118134,0.06986248799922232,0.46053486450590675,-0.03493124399961116
0.1,-0.41112483524687127,0.07752722026617581,0.4555624176234357,-0.038763610133087906
0.11,-0.40092069092772126,0.08515714295154217,0.45046034546386066,-0.042578571475771085
0.12,-0.39044965125128406,0.09274698413249163,0.4452248256256421,-0.04637349206624582
0.13,-0.37970368942270505,0.10029101345175191,0.4398518447113526,-0.050145506725875956
0.14,-0.3686743757123329,0.10778300117612447,0.43433718785616643,-0.05389150058806223
0.15,-0.3573528012287456,0.11521609234638175,0.42867640061437273,-0.057608046173190874
0.16,-0.3457296055179437,0.12258281024798844,0.42286480275897176,-0.06129140512399422
0.17,-0.3337949328551763,0.12987496957123268,0.4168974664275881,-0.06493748478561634
0.18,-0.32153835586207496,0.1370835133019176,0.41076917793103745,-0.0685417566509588
0.19,-0.308948913150273,0.14419851853170207,0.4044744565751365,-0.07209925926585103
0.2,-0.29601503342656116,0.15120902446119835,0.39800751671328055,-0.07560451223059918
0.21,-0.2827245007484027,0.1581028786611926,0.3913622503742013,-0.0790514393305963
0.22,-0.2690644364043474,0.16486661504383243,0.38453221820217365,-0.08243330752191622
0.23,-0.2550212681050065,0.17148527641417471,0.37751063405250324,-0.08574263820708736
0.24,-0.24058069869889223,0.1779422013341774,0.3702903493494461,-0.0889711006670887
0.25,-0.22572767508335123,0.18421875302518287,0.36286383754167556,-0.09210937651259143
0.26,-0.2104463835618423,0.1902940452007484,0.3552231917809211,-0.0951470226003742
0.27,-0.19472026731803918,0.19614466929825686,0.3473601336590195,-0.09807233464912843
0.28,-0.17853202429386233,0.20174421773871445,0.3392660121469311,-0.10087210886935723
0.29,-0.16186367226935008,0.20706287624952316,0.330931836134675,-0.10353143812476158
0.3,-0.14469664054248385,0.21206687308092886,0.3223483202712419,-0.10603343654046443
